flight_id,origin,destination,base_code,aircraft_type,flight_date,season,crew_required_cockpit,crew_required_cabin,ground_staff_required,flight_hours
FLT001967,LIM,GRU,LIM,A320,2022-12-31,Alta_Verano,2,6,4,3
FLT001968,SCL,JFK,SCL,B737,2022-01-22,Alta_Verano,2,6,8,3
FLT001969,SCL,BOG,SCL,B767,2022-01-10,Alta_Verano,2,7,7,8
FLT001970,SCL,GRU,SCL,B787,2022-05-15,Baja,2,11,4,14
FLT001971,SCL,JFK,SCL,B737,2024-10-21,Baja,2,6,8,2
FLT001972,SCL,MAD,SCL,B737,2022-05-07,Baja,2,5,4,3
FLT001973,LIM,MIA,LIM,B737,2024-02-27,Alta_Verano,2,4,5,7
FLT001974,BOG,MIA,BOG,B737,2023-06-18,Alta_Invierno,2,5,4,4
FLT001975,LIM,GRU,LIM,B737,2023-01-28,Alta_Verano,2,6,6,8
FLT001976,EZE,GRU,EZE,A320,2022-06-25,Alta_Invierno,2,5,5,5
FLT001977,SCL,EZE,SCL,B737,2024-02-14,Alta_Verano,2,6,8,11
FLT001978,BOG,MIA,BOG,B737,2024-02-19,Alta_Verano,2,4,6,3
FLT001979,SCL,BOG,SCL,A320,2024-08-03,Alta_Invierno,2,5,3,9
FLT001980,SCL,MIA,SCL,B737,2023-11-02,Baja,2,5,6,2
FLT001981,GRU,MIA,GRU,B787,2023-05-26,Baja,2,9,8,8
FLT001982,LIM,MIA,LIM,B787,2024-01-02,Alta_Verano,2,12,6,9
FLT001983,LIM,BOG,LIM,B737,2024-05-06,Baja,2,6,6,11
FLT001984,LIM,BOG,LIM,B787,2024-04-04,Baja,2,11,7,7
FLT001985,LIM,GRU,LIM,B737,2023-10-03,Baja,2,6,7,13
FLT001986,SCL,BOG,SCL,B737,2023-10-13,Baja,2,5,4,5
FLT001987,EZE,GRU,EZE,B787,2022-01-10,Alta_Verano,2,10,8,3
FLT001988,LIM,GRU,LIM,B787,2023-12-01,Alta_Verano,2,8,6,5
FLT001989,EZE,GRU,EZE,B787,2024-01-24,Alta_Verano,2,12,7,3
FLT001990,BOG,MAD,BOG,A320,2024-11-28,Baja,2,5,3,14
FLT001991,SCL,GRU,SCL,A350,2024-07-10,Alta_Invierno,2,12,5,14
FLT001992,BOG,MIA,BOG,A320,2024-03-15,Baja,2,5,6,4
FLT001993,EZE,GRU,EZE,B787,2023-01-09,Alta_Verano,2,8,4,7
FLT001994,BOG,MIA,BOG,A320,2022-04-28,Baja,2,4,8,14
FLT001995,SCL,EZE,SCL,A350,2022-07-08,Alta_Invierno,2,8,5,5
FLT001996,LIM,GRU,LIM,B737,2023-04-21,Baja,2,5,6,6
FLT001997,SCL,EZE,SCL,A320,2023-03-25,Baja,2,5,5,11
FLT001998,SCL,MIA,SCL,A320,2024-07-10,Alta_Invierno,2,6,8,4
FLT001999,BOG,MIA,BOG,B737,2022-08-04,Alta_Invierno,2,6,3,13
FLT002000,SCL,MAD,SCL,A350,2024-09-09,Baja,2,10,5,2
FLT002001,SCL,MIA,SCL,B767,2024-12-14,Alta_Verano,2,8,4,13
FLT002002,GRU,MIA,GRU,A320,2024-07-28,Alta_Invierno,2,4,7,2
FLT002003,SCL,LIM,SCL,A350,2022-12-07,Alta_Verano,2,11,8,
FLT002004,SCL,MAD,SCL,A320,2024-08-08,Alta_Invierno,2,4,3,4
FLT002005,LIM,MIA,LIM,A320,2022-09-13,Baja,2,5,3,7
FLT002006,SCL,MAD,SCL,A320,2023-07-07,Alta_Invierno,2,4,7,8
FLT002007,BOG,MAD,BOG,A320,2024-08-04,Alta_Invierno,2,4,6,5
FLT002008,GRU,MAD,GRU,B737,2022-10-12,Baja,2,6,5,6
FLT002009,SCL,MIA,SCL,B737,2024-05-08,Baja,2,6,5,2
FLT002010,LIM,BOG,LIM,B767,2023-02-06,Alta_Verano,2,6,3,2
FLT002011,SCL,MIA,SCL,A320,2023-10-17,Baja,2,4,8,12
FLT002012,SCL,LIM,SCL,B737,2023-11-05,Baja,2,5,4,5
FLT002013,SCL,MAD,SCL,B737,2023-09-16,Baja,2,5,5,2
FLT002014,SCL,MAD,SCL,B767,2022-07-26,Alta_Invierno,2,7,5,4
FLT002015,SCL,MAD,SCL,A320,2023-10-27,Baja,2,4,4,7
FLT002016,SCL,GRU,SCL,A320,2022-01-09,Alta_Verano,2,4,7,8
FLT002017,LIM,GRU,LIM,B737,2022-12-16,Alta_Verano,2,5,4,13
FLT002018,SCL,MIA,SCL,B787,2024-01-17,Alta_Verano,2,12,4,10
FLT002019,SCL,EZE,SCL,B767,2023-03-14,Baja,2,6,3,5
FLT002020,GRU,MIA,GRU,A320,2023-01-09,Alta_Verano,2,6,5,14
FLT002021,SCL,MIA,SCL,B737,2023-09-11,Baja,2,6,5,6
FLT002022,SCL,JFK,SCL,B737,2024-04-22,Baja,2,5,3,6
FLT002023,BOG,MAD,BOG,A320,2024-11-28,Baja,2,5,4,12
FLT002024,SCL,LIM,SCL,A350,2024-07-18,Alta_Invierno,2,12,8,8
FLT002025,BOG,MIA,BOG,B787,2023-06-27,Alta_Invierno,2,11,3,2
FLT002026,SCL,EZE,SCL,B787,2023-07-27,Alta_Invierno,2,10,3,14
FLT002027,SCL,BOG,SCL,A320,2023-11-24,Baja,2,6,7,3
FLT002028,BOG,MAD,BOG,B737,2022-10-06,Baja,2,4,8,2
FLT002029,LIM,MIA,LIM,B767,2023-04-26,Baja,2,7,5,5
FLT002030,BOG,MIA,BOG,B737,2022-01-20,Alta_Verano,2,4,6,4
FLT002031,SCL,JFK,SCL,A350,2023-09-16,Baja,2,12,4,3
FLT002032,LIM,MIA,LIM,B787,2024-06-12,Alta_Invierno,2,11,4,8
FLT002033,EZE,GRU,EZE,A320,2024-01-06,Alta_Verano,2,5,6,2
FLT002034,SCL,MIA,SCL,B737,2022-03-03,Baja,2,6,6,5
FLT002035,SCL,BOG,SCL,A320,2024-06-16,Alta_Invierno,2,5,6,2
FLT002036,LIM,BOG,LIM,B737,2023-03-02,Baja,2,5,6,2
FLT002037,LIM,MIA,LIM,B737,2024-04-22,Baja,2,6,3,8
FLT002038,LIM,MIA,LIM,B737,2024-08-16,Alta_Invierno,2,6,3,7
FLT002039,BOG,MAD,BOG,A320,2022-11-25,Baja,2,5,6,14
FLT002040,GRU,MIA,GRU,B737,2022-07-11,Alta_Invierno,2,4,8,3
FLT002041,EZE,GRU,EZE,B767,2022-07-22,Alta_Invierno,2,6,5,13
FLT002042,SCL,MIA,SCL,A350,2023-03-17,Baja,2,11,7,6
FLT002043,SCL,EZE,SCL,B767,2022-11-17,Baja,2,6,7,8
FLT002044,BOG,MAD,BOG,B787,2023-12-17,Alta_Verano,2,8,5,3
FLT002045,SCL,MIA,SCL,B787,2022-08-28,Alta_Invierno,2,12,5,12
FLT002046,SCL,LIM,SCL,A320,2024-06-21,Alta_Invierno,2,6,4,13
FLT002047,LIM,GRU,LIM,B737,2024-01-30,Alta_Verano,2,4,5,3
FLT002048,LIM,GRU,LIM,A320,2022-09-21,Baja,2,6,8,10
FLT002049,SCL,MIA,SCL,A350,2022-05-16,Baja,2,9,8,5
FLT002050,LIM,BOG,LIM,A350,2022-11-18,Baja,2,9,3,2
FLT002051,BOG,MAD,BOG,B767,2023-12-28,Alta_Verano,2,6,4,7
FLT002052,LIM,GRU,LIM,A320,2022-06-06,Alta_Invierno,2,6,3,3
FLT002053,GRU,MIA,GRU,A320,2024-09-17,Baja,2,5,3,5
FLT002054,SCL,MIA,SCL,B737,2022-12-17,Alta_Verano,2,5,8,11
FLT002055,EZE,GRU,EZE,A350,2024-01-11,Alta_Verano,2,12,5,3
FLT002056,SCL,MIA,SCL,B787,2022-09-02,Baja,2,8,3,3
FLT002057,LIM,MIA,LIM,B737,2023-06-14,Alta_Invierno,2,5,6,5
FLT002058,SCL,GRU,SCL,B787,2023-01-30,Alta_Verano,2,8,4,10
FLT002059,LIM,BOG,LIM,B737,2022-07-15,Alta_Invierno,2,4,7,4
FLT002060,LIM,GRU,LIM,B737,2024-09-25,Baja,2,6,8,13
FLT002061,LIM,GRU,LIM,A320,2023-12-22,Alta_Verano,2,5,4,14
FLT002062,GRU,MAD,GRU,A320,2024-08-04,Alta_Invierno,2,5,6,8
FLT002063,GRU,MAD,GRU,B787,2022-06-27,Alta_Invierno,2,12,3,7
FLT002064,GRU,MAD,GRU,B787,2024-02-13,Alta_Verano,2,11,8,
FLT002065,GRU,MAD,GRU,B737,2024-01-19,Alta_Verano,2,4,4,5
FLT002066,SCL,MIA,SCL,B767,2022-01-04,Alta_Verano,2,6,4,10
FLT002067,SCL,LIM,SCL,B767,2022-01-26,Alta_Verano,2,6,8,12
FLT002068,GRU,MAD,GRU,B737,2024-05-29,Baja,2,4,5,11
FLT002069,GRU,MAD,GRU,B787,2024-02-21,Alta_Verano,2,10,8,11
FLT002070,SCL,EZE,SCL,B737,2024-01-25,Alta_Verano,2,4,7,5
FLT002071,LIM,MIA,LIM,A320,2023-10-15,Baja,2,6,6,10
FLT002072,SCL,LIM,SCL,B787,2024-07-02,Alta_Invierno,2,9,7,4
FLT002073,SCL,EZE,SCL,A320,2024-01-25,Alta_Verano,2,6,7,5
FLT002074,SCL,BOG,SCL,B737,2023-06-25,Alta_Invierno,2,6,3,8
FLT002075,SCL,MAD,SCL,B787,2022-09-24,Baja,2,10,7,8
FLT002076,SCL,GRU,SCL,B737,2023-07-17,Alta_Invierno,2,4,7,3
FLT002077,LIM,MIA,LIM,A350,2024-11-22,Baja,2,9,7,2
FLT002078,SCL,LIM,SCL,B737,2022-07-10,Alta_Invierno,2,6,4,4
FLT002079,SCL,LIM,SCL,B767,2022-12-28,Alta_Verano,2,7,6,2
FLT002080,LIM,MIA,LIM,A320,2023-08-30,Alta_Invierno,2,4,6,5
FLT002081,GRU,MIA,GRU,B737,2022-10-08,Baja,2,6,4,4
FLT002082,BOG,MIA,BOG,A320,2022-09-26,Baja,2,4,7,4
FLT002083,SCL,LIM,SCL,A320,2024-07-20,Alta_Invierno,2,4,4,5
FLT002084,EZE,GRU,EZE,A350,2022-01-11,Alta_Verano,2,9,3,13
FLT002085,GRU,MIA,GRU,B787,2022-07-01,Alta_Invierno,2,9,7,5
FLT002086,EZE,GRU,EZE,A350,2024-08-17,Alta_Invierno,2,10,5,5
FLT002087,BOG,MAD,BOG,A350,2023-01-30,Alta_Verano,2,8,8,11
FLT002088,EZE,GRU,EZE,B737,2023-11-18,Baja,2,4,4,5
FLT002089,GRU,MAD,GRU,A320,2022-02-20,Alta_Verano,2,4,5,14
FLT002090,BOG,MAD,BOG,B767,2023-05-26,Baja,2,6,4,10
FLT002091,SCL,JFK,SCL,B767,2024-11-19,Baja,2,8,5,4
FLT002092,LIM,BOG,LIM,B737,2022-12-05,Alta_Verano,2,5,4,5
FLT002093,GRU,MIA,GRU,A350,2023-07-18,Alta_Invierno,2,8,8,9
FLT002094,LIM,BOG,LIM,B737,2024-09-19,Baja,2,6,5,10
FLT002095,SCL,EZE,SCL,A350,2023-08-24,Alta_Invierno,2,11,7,5
FLT002096,LIM,MIA,LIM,A320,2024-05-11,Baja,2,5,6,13
FLT002097,BOG,MAD,BOG,A320,2023-12-02,Alta_Verano,2,5,3,5
FLT002098,SCL,MIA,SCL,A350,2022-07-24,Alta_Invierno,2,11,5,5
FLT002099,GRU,MAD,GRU,B737,2022-07-20,Alta_Invierno,2,4,6,2
FLT002100,LIM,GRU,LIM,B737,2023-05-05,Baja,2,5,3,4
FLT002101,SCL,BOG,SCL,B787,2023-11-01,Baja,2,10,6,3
FLT002102,SCL,MAD,SCL,B787,2022-01-09,Alta_Verano,2,11,7,4
FLT002103,SCL,JFK,SCL,B737,2023-01-10,Alta_Verano,2,5,7,4
FLT002104,SCL,EZE,SCL,A320,2023-01-19,Alta_Verano,2,6,8,4
FLT002105,SCL,BOG,SCL,A350,2024-06-11,Alta_Invierno,2,8,7,
FLT002106,SCL,LIM,SCL,B737,2023-02-11,Alta_Verano,2,5,4,4
FLT002107,SCL,MIA,SCL,B767,2022-07-18,Alta_Invierno,2,6,4,13
FLT002108,BOG,MIA,BOG,A320,2024-07-03,Alta_Invierno,2,6,3,3
FLT002109,SCL,GRU,SCL,B737,2023-07-18,Alta_Invierno,2,5,3,8
FLT002110,SCL,MAD,SCL,A320,2022-10-05,Baja,2,6,8,8
FLT002111,SCL,MIA,SCL,B787,2023-06-01,Alta_Invierno,2,9,7,2
FLT002112,LIM,GRU,LIM,B737,2023-03-06,Baja,2,6,4,8
FLT002113,EZE,GRU,EZE,B737,2024-01-19,Alta_Verano,2,5,5,3
FLT002114,SCL,JFK,SCL,A320,2022-07-31,Alta_Invierno,2,6,8,12
FLT002115,SCL,GRU,SCL,B787,2022-01-15,Alta_Verano,2,8,8,6
FLT002116,SCL,MAD,SCL,A320,2023-12-13,Alta_Verano,2,6,4,4
FLT002117,BOG,MAD,BOG,A320,2022-01-07,Alta_Verano,2,4,3,5
FLT002118,EZE,GRU,EZE,B787,2024-08-03,Alta_Invierno,2,11,7,6
FLT002119,EZE,GRU,EZE,A320,2022-09-26,Baja,2,5,7,5
FLT002120,SCL,MAD,SCL,B767,2022-10-22,Baja,2,7,4,5
FLT002121,SCL,GRU,SCL,B737,2023-10-04,Baja,2,5,4,10
FLT002122,LIM,MIA,LIM,B737,2022-02-02,Alta_Verano,2,6,7,
FLT002123,BOG,MIA,BOG,B767,2022-01-27,Alta_Verano,2,6,6,5
FLT002124,SCL,LIM,SCL,B737,2023-02-22,Alta_Verano,2,4,6,11
FLT002125,SCL,LIM,SCL,B737,2023-07-29,Alta_Invierno,2,4,6,9
FLT002126,GRU,MAD,GRU,B767,2024-12-19,Alta_Verano,2,6,6,11
FLT002127,LIM,GRU,LIM,A320,2024-07-30,Alta_Invierno,2,4,5,6
FLT002128,GRU,MAD,GRU,A320,2023-07-25,Alta_Invierno,2,6,8,5
FLT002129,SCL,MAD,SCL,B737,2024-01-27,Alta_Verano,2,5,8,5
FLT002130,SCL,EZE,SCL,B737,2022-09-14,Baja,2,5,6,3
FLT002131,SCL,BOG,SCL,A320,2024-07-26,Alta_Invierno,2,5,6,8
FLT002132,BOG,MIA,BOG,A350,2024-01-12,Alta_Verano,2,12,6,
FLT002133,GRU,MIA,GRU,A350,2023-11-08,Baja,2,12,8,2
FLT002134,SCL,MIA,SCL,B787,2023-05-27,Baja,2,8,5,9
FLT002135,BOG,MIA,BOG,A320,2023-01-06,Alta_Verano,2,4,3,8
FLT002136,SCL,LIM,SCL,B767,2022-01-09,Alta_Verano,2,8,3,5
FLT002137,SCL,MIA,SCL,A320,2022-11-08,Baja,2,6,6,9
FLT002138,SCL,GRU,SCL,B737,2024-12-25,Alta_Verano,2,6,8,3
FLT002139,SCL,BOG,SCL,A320,2024-01-07,Alta_Verano,2,5,6,5
FLT002140,SCL,MAD,SCL,B787,2023-05-27,Baja,2,10,6,4
FLT002141,LIM,GRU,LIM,B737,2024-05-24,Baja,2,4,5,8
FLT002142,SCL,MIA,SCL,B737,2024-07-18,Alta_Invierno,2,4,3,4
FLT002143,LIM,MIA,LIM,B737,2022-07-06,Alta_Invierno,2,6,5,6
FLT002144,SCL,BOG,SCL,A350,2022-01-05,Alta_Verano,2,10,7,3
FLT002145,BOG,MAD,BOG,B767,2022-10-22,Baja,2,8,7,
FLT002146,SCL,EZE,SCL,A320,2024-07-14,Alta_Invierno,2,4,4,6
FLT002147,SCL,JFK,SCL,B737,2024-08-16,Alta_Invierno,2,4,5,10
FLT002148,LIM,GRU,LIM,B737,2024-07-19,Alta_Invierno,2,5,7,11
FLT002149,EZE,GRU,EZE,A320,2023-12-02,Alta_Verano,2,5,6,5
FLT002150,SCL,EZE,SCL,B737,2022-07-15,Alta_Invierno,2,4,6,5
FLT002151,LIM,MIA,LIM,B767,2022-08-30,Alta_Invierno,2,8,8,5
FLT002152,SCL,MIA,SCL,B737,2023-07-14,Alta_Invierno,2,6,3,4
FLT002153,GRU,MAD,GRU,B787,2022-07-15,Alta_Invierno,2,12,8,13
FLT002154,SCL,BOG,SCL,B737,2024-01-18,Alta_Verano,2,4,3,5
FLT002155,SCL,JFK,SCL,B787,2024-06-08,Alta_Invierno,2,8,4,13
FLT002156,BOG,MIA,BOG,B737,2024-02-04,Alta_Verano,2,4,8,3
FLT002157,SCL,EZE,SCL,B787,2023-12-05,Alta_Verano,2,9,3,14
FLT002158,SCL,MIA,SCL,A320,2024-09-06,Baja,2,6,6,6
FLT002159,SCL,EZE,SCL,B787,2022-02-21,Alta_Verano,2,9,4,3
FLT002160,SCL,MIA,SCL,A320,2022-07-02,Alta_Invierno,2,6,4,2
FLT002161,SCL,JFK,SCL,B737,2024-09-18,Baja,2,5,3,4
FLT002162,LIM,BOG,LIM,B767,2024-07-21,Alta_Invierno,2,6,8,13
FLT002163,SCL,LIM,SCL,A320,2023-10-13,Baja,2,6,6,5
FLT002164,LIM,MIA,LIM,B767,2024-03-16,Baja,2,8,7,2
FLT002165,SCL,LIM,SCL,A350,2023-11-07,Baja,2,8,7,8
FLT002166,BOG,MAD,BOG,B767,2024-07-27,Alta_Invierno,2,7,3,4
FLT002167,SCL,EZE,SCL,A320,2022-01-16,Alta_Verano,2,6,7,14
FLT002168,LIM,MIA,LIM,B787,2022-01-14,Alta_Verano,2,10,5,11
FLT002169,BOG,MIA,BOG,B737,2023-11-05,Baja,2,5,3,5
FLT002170,LIM,GRU,LIM,B767,2022-05-23,Baja,2,6,7,5
FLT002171,SCL,JFK,SCL,B767,2022-01-22,Alta_Verano,2,7,7,14
FLT002172,EZE,GRU,EZE,B767,2022-07-15,Alta_Invierno,2,7,3,8
FLT002173,SCL,JFK,SCL,B737,2022-07-02,Alta_Invierno,2,5,3,9
FLT002174,SCL,GRU,SCL,B737,2023-01-26,Alta_Verano,2,4,8,14
FLT002175,SCL,MIA,SCL,B767,2024-01-23,Alta_Verano,2,8,4,12
FLT002176,SCL,BOG,SCL,A320,2023-07-22,Alta_Invierno,2,6,8,3
FLT002177,SCL,MAD,SCL,B787,2022-04-02,Baja,2,12,4,10
FLT002178,SCL,MIA,SCL,A320,2023-01-08,Alta_Verano,2,6,8,5
FLT002179,BOG,MIA,BOG,B737,2023-09-23,Baja,2,6,4,4
FLT002180,LIM,BOG,LIM,B787,2023-07-16,Alta_Invierno,2,11,5,6
FLT002181,GRU,MAD,GRU,A320,2022-07-24,Alta_Invierno,2,5,7,12
FLT002182,SCL,JFK,SCL,B767,2023-05-23,Baja,2,6,5,11
FLT002183,GRU,MAD,GRU,B737,2022-10-25,Baja,2,4,5,
FLT002184,SCL,MAD,SCL,A320,2022-07-16,Alta_Invierno,2,4,4,9
FLT002185,GRU,MIA,GRU,A350,2022-01-21,Alta_Verano,2,9,8,14
FLT002186,SCL,JFK,SCL,B787,2022-01-21,Alta_Verano,2,12,5,4
FLT002187,GRU,MIA,GRU,B787,2023-06-13,Alta_Invierno,2,11,6,8
FLT002188,SCL,LIM,SCL,B767,2024-01-31,Alta_Verano,2,7,3,11
FLT002189,GRU,MIA,GRU,B737,2022-04-07,Baja,2,6,8,6
FLT002190,GRU,MAD,GRU,B767,2024-07-04,Alta_Invierno,2,6,5,3
FLT002191,SCL,BOG,SCL,A350,2024-01-09,Alta_Verano,2,9,4,
FLT002192,LIM,GRU,LIM,B737,2022-11-14,Baja,2,6,5,4
FLT002193,BOG,MIA,BOG,A320,2022-07-04,Alta_Invierno,2,5,6,2
FLT002194,EZE,GRU,EZE,B737,2023-01-30,Alta_Verano,2,4,8,9
FLT002195,GRU,MIA,GRU,B737,2024-04-27,Baja,2,6,6,5
FLT002196,GRU,MIA,GRU,A320,2023-08-10,Alta_Invierno,2,4,6,11
FLT002197,BOG,MAD,BOG,B787,2022-07-19,Alta_Invierno,2,9,7,3
FLT002198,SCL,JFK,SCL,A320,2024-04-02,Baja,2,5,5,12
FLT002199,SCL,GRU,SCL,B787,2024-04-14,Baja,2,10,5,2
FLT002200,SCL,GRU,SCL,B737,2023-10-07,Baja,2,4,7,3
FLT002201,GRU,MAD,GRU,B737,2024-06-25,Alta_Invierno,2,5,6,3
FLT002202,SCL,MIA,SCL,B787,2024-03-14,Baja,2,8,5,6
FLT002203,GRU,MAD,GRU,B787,2024-12-29,Alta_Verano,2,9,3,12
FLT002204,SCL,MIA,SCL,B737,2023-07-17,Alta_Invierno,2,6,5,3
FLT002205,SCL,EZE,SCL,A350,2022-05-09,Baja,2,11,5,3
FLT002206,LIM,GRU,LIM,B767,2022-01-23,Alta_Verano,2,6,5,5
FLT002207,BOG,MAD,BOG,B737,2022-03-13,Baja,2,4,7,2
FLT002208,GRU,MAD,GRU,B737,2024-07-17,Alta_Invierno,2,5,6,12
FLT002209,SCL,JFK,SCL,B737,2023-05-03,Baja,2,5,7,3
FLT002210,SCL,JFK,SCL,A320,2023-08-21,Alta_Invierno,2,4,8,6
FLT002211,SCL,JFK,SCL,B767,2024-07-02,Alta_Invierno,2,8,7,
FLT002212,EZE,GRU,EZE,A320,2024-07-26,Alta_Invierno,2,4,6,4
FLT002213,LIM,BOG,LIM,B767,2024-11-25,Baja,2,6,6,14
FLT002214,SCL,LIM,SCL,B767,2022-07-03,Alta_Invierno,2,7,6,9
FLT002215,BOG,MAD,BOG,A350,2023-10-16,Baja,2,9,4,5
FLT002216,GRU,MAD,GRU,B767,2023-08-27,Alta_Invierno,2,7,5,
FLT002217,SCL,MAD,SCL,A350,2023-04-29,Baja,2,10,6,13
FLT002218,SCL,JFK,SCL,B767,2024-01-10,Alta_Verano,2,6,3,4
FLT002219,SCL,MIA,SCL,A320,2024-10-29,Baja,2,6,8,5
FLT002220,GRU,MAD,GRU,B737,2023-01-23,Alta_Verano,2,5,8,14
FLT002221,LIM,GRU,LIM,B737,2024-01-24,Alta_Verano,2,4,6,10
FLT002222,LIM,BOG,LIM,B767,2022-07-01,Alta_Invierno,2,7,3,2
FLT002223,SCL,MAD,SCL,A320,2022-08-21,Alta_Invierno,2,4,8,14
FLT002224,SCL,MIA,SCL,A320,2023-01-09,Alta_Verano,2,6,3,3
FLT002225,LIM,BOG,LIM,B787,2022-12-20,Alta_Verano,2,12,4,5
FLT002226,LIM,MIA,LIM,B737,2022-02-20,Alta_Verano,2,4,7,7
FLT002227,SCL,JFK,SCL,B737,2024-10-22,Baja,2,6,5,3
FLT002228,SCL,LIM,SCL,B737,2024-12-17,Alta_Verano,2,5,6,3
FLT002229,GRU,MAD,GRU,A320,2024-06-15,Alta_Invierno,2,5,7,4
FLT002230,SCL,JFK,SCL,B737,2022-11-18,Baja,2,5,3,5
FLT002231,SCL,GRU,SCL,B787,2024-09-18,Baja,2,10,4,11
FLT002232,LIM,BOG,LIM,A350,2024-01-02,Alta_Verano,2,12,6,7
FLT002233,BOG,MIA,BOG,A350,2024-07-06,Alta_Invierno,2,10,8,5
FLT002234,SCL,LIM,SCL,A320,2023-09-11,Baja,2,5,8,12
FLT002235,EZE,GRU,EZE,A320,2022-07-26,Alta_Invierno,2,4,4,10
FLT002236,SCL,EZE,SCL,B787,2024-03-19,Baja,2,9,3,10
FLT002237,SCL,JFK,SCL,B737,2023-07-31,Alta_Invierno,2,5,5,12
FLT002238,SCL,BOG,SCL,B767,2023-04-20,Baja,2,6,8,11
FLT002239,SCL,EZE,SCL,A320,2022-09-14,Baja,2,4,8,4
FLT002240,LIM,MIA,LIM,B737,2022-04-08,Baja,2,5,8,3
FLT002241,GRU,MIA,GRU,A320,2023-03-07,Baja,2,4,7,9
FLT002242,SCL,MIA,SCL,A320,2022-09-23,Baja,2,5,3,13
FLT002243,SCL,LIM,SCL,B767,2024-08-05,Alta_Invierno,2,6,5,3
FLT002244,SCL,LIM,SCL,B737,2022-01-09,Alta_Verano,2,4,7,5
FLT002245,BOG,MIA,BOG,B787,2024-07-01,Alta_Invierno,2,12,5,2
FLT002246,LIM,GRU,LIM,B737,2022-08-24,Alta_Invierno,2,5,5,3
FLT002247,SCL,MIA,SCL,B737,2024-01-31,Alta_Verano,2,5,3,7
FLT002248,GRU,MAD,GRU,B787,2024-01-20,Alta_Verano,2,11,5,8
FLT002249,SCL,MAD,SCL,B737,2023-06-19,Alta_Invierno,2,4,8,6
FLT002250,SCL,EZE,SCL,B737,2022-03-12,Baja,2,5,7,9
FLT002251,EZE,GRU,EZE,B787,2022-02-18,Alta_Verano,2,11,6,14
FLT002252,BOG,MIA,BOG,B767,2022-09-13,Baja,2,8,5,6
FLT002253,SCL,MIA,SCL,B737,2023-06-20,Alta_Invierno,2,4,7,6
FLT002254,LIM,BOG,LIM,A320,2024-12-06,Alta_Verano,2,4,5,
FLT002255,EZE,GRU,EZE,B787,2023-05-17,Baja,2,10,8,5
FLT002256,LIM,GRU,LIM,B737,2023-10-03,Baja,2,5,5,12
FLT002257,SCL,JFK,SCL,A320,2024-09-01,Baja,2,6,8,12
FLT002258,SCL,MIA,SCL,A350,2024-07-13,Alta_Invierno,2,8,4,7
FLT002259,EZE,GRU,EZE,B737,2022-01-01,Alta_Verano,2,5,7,12
FLT002260,BOG,MIA,BOG,B737,2023-10-01,Baja,2,4,7,7
FLT002261,SCL,BOG,SCL,B737,2024-07-19,Alta_Invierno,2,6,5,3
FLT002262,BOG,MAD,BOG,B787,2022-05-01,Baja,2,8,6,9
FLT002263,EZE,GRU,EZE,A320,2023-08-26,Alta_Invierno,2,6,7,5
FLT002264,GRU,MAD,GRU,A320,2022-07-23,Alta_Invierno,2,5,3,3
FLT002265,BOG,MAD,BOG,A320,2024-07-21,Alta_Invierno,2,4,3,7
FLT002266,SCL,MIA,SCL,B737,2023-01-21,Alta_Verano,2,6,8,5
FLT002267,SCL,BOG,SCL,A320,2023-02-24,Alta_Verano,2,6,3,10
FLT002268,SCL,MAD,SCL,B767,2023-01-15,Alta_Verano,2,8,3,2
FLT002269,LIM,BOG,LIM,B737,2023-05-18,Baja,2,5,4,3
FLT002270,LIM,BOG,LIM,B787,2023-07-24,Alta_Invierno,2,11,5,3
FLT002271,LIM,MIA,LIM,A320,2022-07-17,Alta_Invierno,2,5,6,5
FLT002272,SCL,MAD,SCL,B787,2023-07-05,Alta_Invierno,2,11,4,4
FLT002273,BOG,MIA,BOG,B767,2022-03-11,Baja,2,6,3,11
FLT002274,SCL,MIA,SCL,B767,2022-09-30,Baja,2,7,7,3
FLT002275,LIM,MIA,LIM,B737,2024-08-16,Alta_Invierno,2,6,3,3
FLT002276,SCL,JFK,SCL,A320,2023-08-03,Alta_Invierno,2,4,7,2
FLT002277,EZE,GRU,EZE,B787,2024-12-10,Alta_Verano,2,10,7,5
FLT002278,SCL,EZE,SCL,B737,2023-10-15,Baja,2,5,4,5
FLT002279,LIM,BOG,LIM,B737,2023-01-20,Alta_Verano,2,6,8,7
FLT002280,BOG,MIA,BOG,B737,2024-07-27,Alta_Invierno,2,5,4,3
FLT002281,BOG,MIA,BOG,B737,2023-01-17,Alta_Verano,2,6,8,12
FLT002282,LIM,MIA,LIM,B737,2022-05-17,Baja,2,5,4,14
FLT002283,SCL,LIM,SCL,B737,2024-07-29,Alta_Invierno,2,5,6,5
FLT002284,LIM,BOG,LIM,B787,2023-07-15,Alta_Invierno,2,12,7,5
FLT002285,SCL,JFK,SCL,A320,2024-07-29,Alta_Invierno,2,5,5,2
FLT002286,SCL,GRU,SCL,B787,2022-07-14,Alta_Invierno,2,11,4,5
FLT002287,BOG,MIA,BOG,B787,2024-01-18,Alta_Verano,2,8,8,6
FLT002288,LIM,MIA,LIM,A320,2023-03-31,Baja,2,5,6,12
FLT002289,GRU,MIA,GRU,B767,2024-07-19,Alta_Invierno,2,7,7,5
FLT002290,SCL,MIA,SCL,B737,2024-10-21,Baja,2,6,6,4
FLT002291,SCL,EZE,SCL,B737,2024-03-26,Baja,2,6,7,2
